feature	experiment 1	experiment 2	experiment 3	experiment 4	experiment 5	experiment 6	experiment 7	experiment 8	experiment 9	experiment 10	experiment 11	experiment 12	experiment 13	experiment 14	experiment 15	experiment 16	experiment 17	experiment 18	experiment 19	experiment 20	experiment 21	experiment 22	experiment 23
FLJ25778	0.794	-0.048	0.354	0.284	0.659	0.398	-2.061	0.021	0.414	-0.807	0.127	-0.462	0.468	0.859	0.588	0.058	-1.098	0.370	-0.520	0.252	0.033	0.112	-0.058
ANG	-0.174	0.720	0.521	0.359	-3.176	1.793	1.939	0.895	1.833	1.489	1.306	0.376	0.941	0.041	1.167	0.170	-0.592	0.004	1.486	-0.169	-0.149	1.338	0.402
OR7A17	0.438	0.124	0.211	0.120	0.281	-0.119	0.088	-0.083	0.208	0.237	0.302	-0.103	0.251	-0.552	0.115	-0.058	0.316	0.293	0.325	0.172	-0.059	0.184	0.268
FSCN3	0.531	0.503	0.232	0.108	0.350	0.288	0.248	0.546	0.299	-0.015	0.821	0.774	0.554	0.808	0.171	0.179	0.965	1.270	0.370	0.105	0.580	0.333	0.540
NAT8B	6.113	6.448	6.261	1.200	0.006	6.194	6.368	5.976	1.987	6.579	6.586	6.730	5.725	6.510	5.577	5.572	4.870	6.279	6.479	5.768	6.132	5.860	5.620
MMP13	-1.403	-1.683	-0.780	-0.405	-2.139	-1.952	-0.665	-1.068	1.369	-1.157	-1.089	-1.131	-0.426	-0.851	-0.335	-0.240	-2.352	-2.606	-0.484	-2.330	-2.102	-1.730	-1.846
TMEM16C	-1.258	3.116	2.950	-0.846	3.254	3.156	3.290	3.352	0.441	0.427	1.181	3.452	0.920	2.526	3.422	2.915	1.859	1.405	4.147	2.612	1.994	4.250	3.905
DLX3	-1.198	-0.805	-0.646	-0.939	-0.594	-0.481	0.082	-0.762	-0.938	-0.809	-0.635	-1.042	-1.275	-0.836	-0.512	-0.661	-0.173	0.879	-1.212	-0.674	-0.684	-0.848	-0.312
CHRNA2	0.396	0.760	0.191	0.117	-0.029	0.931	0.029	0.735	0.411	0.452	0.326	0.620	0.366	-0.687	0.119	-0.030	0.527	0.240	0.902	0.344	0.205	0.108	0.394
SLC47A1	2.848	3.322	3.730	-2.055	-2.812	3.894	3.895	3.262	2.236	3.601	3.535	3.472	3.875	2.108	3.843	1.739	1.183	3.274	3.663	3.029	4.241	4.077	3.074
SDHB	-0.112	0.332	0.122	-0.795	0.198	0.184	0.353	-0.171	-0.572	-0.323	0.113	-0.234	0.073	-1.540	0.266	-0.364	-1.356	-1.337	0.168	-0.582	-0.531	-0.076	0.067
PSCD1	-1.035	-0.323	-0.049	0.511	0.050	-0.702	-2.024	0.985	-0.387	0.417	0.280	-0.231	-0.945	1.052	0.125	0.486	1.158	0.169	-0.024	0.256	0.836	0.084	0.196
GFI1	-1.666	-1.220	-1.244	0.447	-2.909	-2.768	-1.234	0.495	-2.603	-0.103	0.025	-1.853	-1.698	0.205	-2.104	-1.049	1.107	-1.643	-0.874	-0.794	0.478	-1.780	-1.072
OR5L1	1.654	1.050	1.303	1.857	1.046	1.671	0.513	1.133	1.715	1.306	1.801	1.968	1.183	-0.164	-0.508	-0.514	-0.560	0.669	1.063	0.702	0.051	1.067	-0.042
ANKRD57	-0.534	0.192	0.565	-0.758	0.588	1.805	1.229	1.490	0.274	0.194	1.228	-0.756	0.992	-1.706	0.746	-0.341	-0.242	-0.611	0.930	0.750	-0.335	1.109	1.270
FAM123C	-0.421	-0.380	-0.354	-0.064	-0.339	-0.328	0.063	-0.286	-0.416	-0.293	-0.243	0.013	0.191	-0.665	-0.004	0.135	1.003	0.862	-0.315	-0.433	-0.158	-0.215	0.063
MAML1	-1.491	-0.316	-0.289	-0.516	-1.148	-0.831	-0.691	-0.226	-0.408	-0.783	-0.438	-0.931	-0.928	-0.419	-0.139	-0.298	0.652	0.084	-0.503	-0.578	-0.395	-0.410	0.331
CACNB3	0.059	-1.513	-1.200	1.028	0.237	-2.186	-2.011	-1.976	-0.315	-1.423	-1.624	0.007	-1.828	-0.958	-0.886	0.699	0.231	1.856	-1.101	-0.124	-0.059	-1.242	-0.951
FOXD4L2	0.155	1.208	1.809	1.884	-1.185	1.345	1.169	1.624	-1.506	0.863	0.247	1.200	-0.886	-0.418	0.931	0.179	1.844	3.140	0.723	0.359	2.323	0.905	0.691
HIBADH	1.109	1.120	0.698	-1.110	2.564	1.071	1.475	1.117	-0.245	0.927	1.380	0.866	1.123	-0.047	1.021	1.084	0.943	0.642	0.624	0.314	0.434	0.940	1.589
SEPT12	-0.379	-0.409	-0.333	-0.272	-0.503	0.504	-0.289	0.057	-0.204	0.290	0.145	-1.006	-0.003	-0.151	-0.507	-0.225	0.005	0.165	-0.666	-0.349	0.136	-0.201	-0.031
PRDM5	0.311	-0.214	-0.451	0.165	0.190	-0.346	-0.926	-0.630	-0.475	-1.277	-0.926	-0.824	-1.801	-0.309	-1.418	-0.612	-0.606	0.810	-1.104	-0.033	-0.756	-1.022	-1.486
TRIP10	-0.117	1.022	0.700	-0.041	-0.806	-0.084	0.156	0.130	0.549	0.443	0.279	-0.191	0.609	0.082	0.356	0.911	0.753	1.133	0.613	0.158	-0.009	0.098	0.656
VTA1	-0.411	-0.293	-0.353	-0.648	-0.264	-0.298	0.007	-1.319	-0.967	-1.009	-0.408	0.052	-0.390	-1.491	-0.348	-0.742	-0.740	-1.660	-0.128	-0.716	-0.576	-0.544	-0.514
C16orf82	-0.410	-0.059	-0.044	0.068	0.047	-0.008	0.044	-0.667	0.098	-0.425	0.072	-0.244	-0.172	0.025	-0.172	-0.048	0.106	0.599	0.369	-0.463	0.632	-0.091	0.208
MGC33846	1.687	0.184	0.535	0.552	1.013	0.376	0.403	0.205	0.517	1.040	0.854	1.514	0.788	1.082	-1.177	1.274	-0.989	1.737	0.558	0.914	0.879	0.614	-0.015
C11orf64	0.313	0.021	-0.172	0.084	0.329	0.207	0.084	0.388	-0.213	-0.407	0.035	0.084	-0.190	-0.435	-0.051	-0.079	0.577	0.520	0.177	0.003	0.742	0.286	-0.060
RBP3	-0.460	0.097	0.118	-0.117	0.378	0.459	-0.265	0.077	0.300	0.448	0.218	0.385	-0.686	0.614	-0.507	0.366	-0.321	-0.538	0.399	-0.604	0.093	0.524	0.550
TARSL2	-0.198	0.835	1.523	0.311	1.376	0.871	1.165	1.525	1.603	1.301	0.694	0.092	1.353	-0.041	1.572	0.196	1.391	1.163	1.373	1.151	0.871	1.093	1.386
POP1	-1.216	-1.463	-1.360	-0.569	-2.230	-1.000	-1.498	-0.876	-1.745	-0.763	-1.855	-1.589	-0.465	-0.844	-1.240	-0.953	-0.510	-0.648	-1.628	-1.048	-0.863	-1.419	-1.399
P4HA2	-0.792	-0.566	0.339	-1.069	-1.635	0.836	0.488	0.541	1.435	-0.207	0.848	-0.482	0.985	0.487	0.051	0.746	1.118	1.126	1.129	-0.844	0.715	0.972	1.272
ZNF320	1.446	2.043	1.653	1.497	0.764	1.724	1.028	1.575	0.617	1.740	1.001	1.074	1.576	1.085	0.946	1.156	0.990	0.399	0.268	0.614	0.998	0.739	1.290
LRRC1	1.585	0.549	0.497	-0.316	0.100	1.938	0.742	0.767	-0.422	1.040	0.845	1.406	0.781	0.608	0.656	0.423	-0.325	0.345	0.629	0.881	-0.006	0.201	0.195
C6orf1	2.091	-0.263	-0.088	0.314	0.471	-0.553	-0.678	-0.466	-0.290	-0.223	-0.303	0.171	-0.589	0.095	-0.329	0.243	0.050	0.761	-0.169	0.409	0.273	0.001	0.250
APRT	-0.212	0.279	0.110	0.096	-0.283	-0.439	-0.798	-0.453	-0.617	0.141	0.275	0.660	-0.081	0.947	-0.408	0.535	-0.402	0.367	-0.473	0.087	-0.222	-0.504	0.032
PSMD7	-1.129	-1.011	-0.843	-0.889	-1.053	-0.852	-1.151	-0.471	-0.711	-0.877	-0.485	-0.644	-0.491	-0.550	-0.955	-1.033	-0.862	-1.963	-1.239	-0.893	-1.032	-1.050	-1.068
CLDN5	4.448	4.227	4.113	4.106	3.839	3.813	4.241	3.835	3.792	4.268	4.506	4.736	3.629	4.833	3.897	3.993	2.680	3.459	4.989	4.309	3.756	4.210	3.442
LOC155006	-0.038	0.383	0.575	-0.070	4.650	-0.600	1.280	0.182	-0.095	-0.073	-0.033	0.989	0.342	-0.155	0.157	-0.187	0.141	-0.448	0.440	-0.167	-0.258	0.361	-0.339
LOC222699	-0.261	1.053	0.100	0.620	-0.142	-0.483	0.029	-0.763	1.216	0.261	0.211	0.069	0.870	0.882	-0.049	-0.264	0.323	0.675	0.925	0.692	-0.095	0.079	-0.172
MYO1G	-1.239	-1.361	-0.800	-0.438	-2.393	-2.023	-1.898	-1.632	-1.264	-0.611	-0.466	-0.954	-1.517	-0.454	-2.278	-0.262	0.521	-1.407	-0.226	-0.194	-0.068	-0.951	-1.401
IL1F6	0.835	-0.319	0.452	0.551	0.879	0.299	0.037	0.345	0.235	0.045	-0.155	-0.647	-1.300	-0.070	0.303	0.234	0.542	1.230	0.957	0.261	0.025	-0.731	0.332
SERF2	1.085	0.986	0.929	0.700	1.054	0.832	0.786	0.661	0.081	0.737	0.716	0.744	0.475	0.857	0.664	0.696	0.839	1.005	0.582	0.869	0.692	0.653	1.023
C6orf15	-0.330	-0.149	-0.257	0.026	-0.006	0.032	-0.587	-0.413	-0.017	0.215	0.556	0.390	0.974	-0.855	-0.106	0.369	-0.114	0.377	-0.323	0.034	-0.213	-0.206	0.125
LMAN2	-0.757	0.247	0.181	-0.418	-0.289	-0.534	-0.571	-1.126	1.071	-0.026	0.342	0.010	-0.056	-0.130	-0.463	0.771	1.453	1.128	1.005	0.496	0.761	0.486	1.196
NUP205	-1.802	-1.820	-1.592	-1.534	-0.829	-1.860	-2.208	-1.591	-1.516	-1.722	-1.712	-1.994	-1.650	-1.989	-1.489	-1.357	-1.681	-2.391	-1.703	-1.698	-1.921	-1.812	-1.304
OSBPL1A	-0.363	1.237	1.038	-0.131	1.456	0.471	0.905	0.753	0.215	0.765	0.993	0.666	0.861	-0.587	1.040	0.306	0.368	0.401	0.739	0.527	0.793	1.326	0.750
BUD13	-0.657	-0.222	-0.500	-0.429	-0.281	0.117	-0.322	-0.061	-0.358	-0.396	-0.252	-0.658	-0.118	-0.487	-0.180	-0.617	-0.275	-0.652	-0.138	-0.415	-0.640	-0.144	-0.496
DPH5	0.017	0.284	-0.603	0.764	-0.690	0.091	0.664	-0.810	-0.784	-0.568	-0.004	0.666	0.163	-0.779	-0.325	-0.783	-0.752	-1.166	0.028	-0.830	-0.893	-0.243	-0.702
ZNF384	-0.690	-0.417	-0.144	-0.306	-0.721	-0.546	-0.634	-0.456	-0.253	-0.283	-0.465	-0.596	-0.385	-0.312	-0.347	0.046	0.072	0.341	-0.092	-0.324	-0.030	-0.108	-0.132
FAM83D	-4.909	-3.546	-3.750	-2.534	-4.327	-4.722	-4.330	-3.359	-3.850	-3.395	-4.079	-3.763	-4.199	-2.107	-3.330	-2.550	-2.868	-3.319	-3.824	-2.984	-4.146	-3.396	-3.950
SELV	-1.290	-2.537	-1.607	-2.220	-1.637	-0.382	-2.217	-2.191	-1.728	-2.126	-1.655	-2.240	-4.202	-1.600	-3.383	-2.345	-2.382	-1.398	-2.312	-2.384	-2.221	-2.211	-2.240
SFRP2	-3.933	-3.240	-4.202	-3.427	-1.577	-1.312	-0.761	-4.396	3.190	-1.401	-2.713	-2.789	-4.004	-1.389	2.902	-2.085	-2.114	-3.620	-4.099	1.355	-0.663	-1.101	-4.092
CDC27	-0.807	-1.028	-1.032	-1.605	0.750	-0.348	-0.066	-0.551	-0.922	-1.328	-0.700	-0.850	-1.113	-0.828	-0.170	-1.743	-0.898	-2.112	-0.734	-1.147	-1.562	-0.282	-0.486
RPS6KL1	-0.127	-0.038	-0.373	-0.149	0.020	-0.612	0.076	-0.420	-0.074	0.497	0.090	-0.172	0.145	-0.275	-0.095	-0.164	-0.301	0.526	-0.371	-0.194	-0.031	-0.221	0.487
RABAC1	1.042	1.274	1.327	1.037	1.069	1.131	0.941	0.653	0.650	1.358	0.973	0.782	0.881	1.324	0.626	0.579	0.896	1.131	0.813	0.542	0.627	0.808	0.799
IFLTD1	0.145	-0.173	0.017	0.364	-0.150	-0.264	-0.328	1.366	0.079	0.363	-0.349	0.259	-0.253	0.019	0.281	-0.360	0.011	-0.454	0.328	0.483	0.165	-0.305	-1.808
LIMS2	0.528	2.095	2.776	2.034	1.561	1.796	1.283	2.024	0.825	1.837	2.128	2.497	1.324	2.490	2.625	2.856	1.901	2.184	2.241	1.781	1.503	2.425	1.875
RAD51C	-1.956	-2.464	-2.323	-1.945	-0.997	-2.253	-1.983	-2.054	-1.742	-2.244	-2.166	-2.172	-2.430	-2.345	-1.930	-2.406	-2.128	-2.683	-2.124	-2.052	-2.272	-2.023	-2.709
SHC3	-1.761	-2.711	-2.047	-1.154	-2.122	-2.216	-2.617	-2.308	-0.774	-2.112	-2.405	-1.933	-2.817	-2.258	-2.357	-1.941	-1.559	-1.756	-2.261	-2.473	-2.102	-2.088	-3.221
SP8	-3.040	-3.275	-3.184	-2.398	-3.184	-3.448	-2.106	-3.587	0.513	-2.880	-3.743	-3.619	-5.298	-0.644	-3.139	-4.293	-3.254	-3.206	-2.880	-5.104	-3.538	-3.667	-3.917
YWHAE	0.558	0.674	0.324	0.387	0.359	-0.392	0.296	-0.415	-0.793	-0.457	-0.043	0.119	0.512	-0.891	0.306	-0.349	-0.096	-0.673	-0.023	-0.540	-0.240	-0.609	-0.359
ARID1A	-1.802	-1.141	-0.700	-0.974	-1.003	-1.483	-1.276	-0.662	-0.610	-0.944	-0.927	-1.168	-0.978	-0.708	-0.470	-0.401	0.251	-0.421	-0.952	-0.516	-0.502	-0.848	-0.496
NARG1	-0.422	-0.654	-0.406	-0.731	-0.301	-0.119	-0.300	-0.185	-0.573	-0.425	-0.569	-0.081	-0.004	-0.463	0.107	-1.050	-0.959	-1.111	-0.420	-0.389	-0.648	-0.064	-0.622
SFTPB	0.929	0.563	0.507	0.315	3.447	0.671	0.198	0.286	0.617	0.237	0.165	0.017	-0.088	0.817	0.112	-0.210	0.076	0.199	0.510	0.164	-0.238	-0.027	0.043
TMF1	-0.256	-0.505	-0.166	0.212	0.357	0.420	0.237	-0.035	0.238	-0.021	0.138	-0.179	0.053	-0.361	0.110	-0.438	-0.041	-0.168	0.481	-0.537	-0.434	-0.547	-0.417
KIAA0528	-0.146	0.032	0.244	0.389	0.165	0.362	0.136	0.450	0.093	0.465	-0.232	0.390	0.109	0.293	0.637	0.416	0.226	0.100	-0.028	-0.207	0.237	-0.091	-0.185
PTER	1.664	0.878	3.108	-0.389	0.856	1.583	1.810	0.249	1.168	2.609	0.914	1.567	0.669	3.953	1.083	1.042	1.006	1.335	2.115	4.176	3.296	1.019	0.010
TMEM184A	0.263	-0.495	-0.390	-0.093	-0.843	-0.118	-0.771	-0.339	-0.738	0.018	-0.039	-0.086	-0.042	1.263	-1.008	1.024	-0.492	1.077	-0.305	-0.630	-0.047	-0.070	0.601
FANCM	-2.067	-1.590	-1.674	-1.451	-1.955	-1.034	-0.589	-0.610	-1.166	-1.571	-1.381	-1.711	-1.490	-0.984	-0.892	-1.571	-1.687	-1.898	-1.324	-1.680	-1.409	-1.373	-1.933
ETV1	-1.244	-2.430	-2.461	-1.028	0.460	-3.024	-1.274	-2.298	1.026	-2.957	-2.130	-2.075	-2.735	-1.875	-1.435	-2.619	-1.251	-3.237	-1.648	-2.409	-1.734	-2.277	-2.551
RPAP2	-0.032	0.037	-0.547	0.109	-0.984	0.249	0.105	-0.619	-0.485	-0.399	-0.316	0.200	0.286	-0.935	-0.402	-0.740	-0.618	-0.908	-0.334	-0.933	-0.563	-0.389	-0.239
RPL6	0.075	0.381	-0.129	0.554	0.610	0.165	0.433	-0.302	0.008	0.102	0.005	1.300	-0.262	0.126	-0.239	0.016	-0.362	-0.371	-0.177	-0.356	-0.012	-0.098	-0.430
CARD14	0.393	-1.123	-1.179	-0.745	-2.045	-1.546	-0.779	-1.506	-2.011	-0.002	-1.209	-1.206	-0.980	0.883	-1.544	-0.718	-0.254	-0.916	-2.208	-1.243	-0.509	-0.879	-1.200
PIF1	-2.677	-2.708	-2.939	-1.500	-3.521	-3.104	-2.866	-2.552	-2.806	-2.201	-2.583	-2.473	-3.050	-2.050	-3.366	-2.406	-1.959	-2.146	-2.816	-2.579	-2.484	-3.206	-3.144
BCL2L1	1.420	0.434	0.891	0.619	-0.079	0.937	0.497	0.597	-0.162	0.304	0.808	0.801	1.372	1.204	-0.259	0.573	0.678	0.486	0.598	0.911	0.858	0.367	0.865
MRPS11	0.756	0.331	-0.086	-0.180	-0.431	-0.073	0.187	-0.341	-1.433	0.028	-0.087	0.410	-0.365	0.360	-0.326	-0.123	-0.101	0.188	-0.651	0.050	-0.056	-0.438	-0.288
NKD1	-3.134	-3.413	-3.714	-2.826	-3.544	-3.504	-3.475	-4.095	-3.273	-3.361	-2.949	-2.284	-3.619	-2.788	-4.051	-3.405	-3.830	-3.444	-3.611	-3.259	-3.767	-3.736	-4.128
TMED2	1.236	0.935	0.124	0.163	0.198	0.415	1.173	0.028	0.457	0.164	0.616	1.138	0.808	-0.323	0.985	0.043	0.788	-1.355	0.679	-0.809	-0.333	0.451	0.360
ARMET	-0.351	-0.539	-0.762	-0.235	-0.265	-0.346	-0.840	-0.653	0.117	-0.269	-0.638	-1.198	-1.016	-1.077	-0.802	-0.868	0.162	-0.529	-1.008	0.138	-0.350	-0.589	0.497
ZNF148	-0.077	-0.001	0.260	0.843	1.115	0.389	0.364	0.378	0.488	0.300	0.159	1.063	0.813	0.583	0.899	0.735	0.584	0.705	0.983	1.322	0.905	1.072	0.680
PSD2	-1.042	0.384	-0.402	2.247	-1.246	-1.016	-0.601	-0.832	2.549	-0.303	-0.234	-0.600	0.906	-0.629	-0.638	2.752	0.757	0.815	0.506	-0.717	0.861	-0.213	0.071
TUBB2C	-1.658	-1.894	-1.307	-1.700	-2.047	-1.790	-2.154	-2.086	-1.719	-1.862	-1.541	-2.203	-1.699	-1.814	-1.598	-0.654	-0.527	-0.519	-0.305	-0.806	-0.913	-0.659	-0.554
ZDHHC17	-0.457	0.099	-0.021	0.326	-0.019	0.503	0.519	0.484	0.647	0.141	0.292	0.348	0.713	-0.177	0.742	0.490	0.184	-0.046	0.467	-0.072	-0.166	0.417	0.140
GPR148	-0.049	0.010	-0.093	-0.176	0.287	0.068	0.150	-0.384	0.099	-0.270	0.001	0.600	-0.541	0.214	-0.692	-0.196	0.072	0.011	0.633	-0.109	-0.215	-0.481	-0.655
ZNF554	0.478	0.126	0.864	0.289	0.992	0.967	0.577	0.469	0.507	0.602	-0.076	0.154	0.403	0.611	0.382	-0.035	-0.039	0.190	0.950	0.345	-0.058	0.757	0.254
ATP2A3	-0.794	-0.620	-0.206	-0.908	-1.694	-1.064	-1.161	-0.645	-0.890	-0.498	-0.293	-0.715	-0.970	-0.446	-0.933	-0.340	0.407	-0.792	-0.410	-0.130	0.002	-0.319	-0.780
ZNF804A	0.426	1.057	0.787	0.250	-0.149	-0.006	0.620	0.599	0.336	0.407	0.981	0.462	0.177	-0.023	0.400	1.360	1.415	0.060	0.690	1.090	0.887	1.189	0.589
FTMT	1.061	0.379	0.617	0.550	-0.098	0.666	0.141	0.349	0.240	0.997	0.784	0.728	0.647	1.309	0.441	0.280	0.366	0.579	0.701	0.574	0.119	0.554	0.730
ZNF341	-0.369	-0.507	-0.731	-0.422	-1.024	-0.919	-0.759	-0.921	-0.353	-0.501	-0.411	-0.576	-0.399	-0.677	-0.741	-0.235	0.596	0.237	-0.358	-0.188	-0.277	-0.404	-0.318
APPL2	0.778	0.853	0.927	0.227	-0.101	0.679	0.505	0.555	-0.933	0.344	0.228	0.325	0.664	-0.402	1.161	0.249	0.567	-0.016	-0.450	-0.411	-0.167	-0.521	0.183
ERC2	1.804	-1.511	-1.688	0.365	1.595	-1.492	-2.075	-2.065	-0.199	-1.371	-1.519	-0.206	-1.056	-0.574	-0.385	-0.743	0.055	-1.102	-1.343	-0.553	0.046	-0.949	-1.421
COX6C	-0.651	-1.565	-1.080	-1.321	0.365	-0.888	-1.316	-1.195	-0.988	-0.798	-1.317	-1.040	-1.360	-0.912	-1.002	-0.820	-2.444	-0.520	-1.074	-1.184	-0.316	-0.933	-1.162
FLJ21986	-2.082	-2.170	-1.254	-2.251	-2.726	-2.454	-1.613	-1.792	-1.252	-2.223	-1.483	-0.629	-2.527	-1.464	-1.623	-1.083	-1.577	-2.654	-1.381	-1.252	-1.988	-1.349	-1.970
NOVA1	0.215	0.904	-0.543	0.394	1.226	-0.244	0.631	1.014	-0.060	0.628	0.997	-1.203	0.691	-0.236	1.316	-0.902	-1.103	-1.488	0.134	-0.875	-1.601	0.968	1.013
HEMGN	-4.344	-4.679	-4.526	-4.023	-5.548	-4.817	-5.047	-5.928	-4.544	-4.164	-4.096	-3.604	-4.809	-4.092	-5.050	-4.170	-5.499	-4.844	-4.396	-4.115	-5.456	-5.032	-5.672
YWHAB	-0.181	-0.207	0.004	-0.577	0.309	-0.115	-0.461	0.244	-0.472	-0.046	-0.079	-0.658	-0.619	-0.336	-0.134	0.043	0.663	-0.038	-0.215	0.361	0.349	-0.103	0.395
FAM50B	2.064	3.180	2.681	1.540	2.365	3.140	2.922	2.816	2.670	2.914	2.671	2.433	3.295	1.761	2.696	1.654	2.229	1.788	3.253	2.579	1.792	3.026	1.853
SULT1C2	4.246	1.149	2.692	2.823	4.627	3.006	3.185	2.929	-1.214	3.518	3.063	1.470	3.556	1.388	-0.135	3.145	2.158	4.311	3.372	3.500	3.161	3.452	4.491
FLJ10357	-0.863	-0.156	-0.223	-0.580	-0.875	-0.558	-0.776	-0.200	-0.187	-0.065	-0.514	-0.742	-0.586	-0.379	0.252	-0.330	-0.434	-0.250	-0.141	-0.159	-0.715	-0.012	0.152
FAM12A	0.322	-0.038	0.454	0.070	0.589	0.335	0.154	0.239	0.176	0.829	-0.044	-0.337	0.253	0.474	0.101	-0.237	0.076	-0.816	0.353	0.460	-0.192	-0.572	-0.512
CYB5A	1.538	4.351	4.412	3.102	1.447	4.497	4.598	3.876	2.954	3.826	4.423	3.221	4.259	2.761	3.788	2.365	2.052	2.833	3.947	3.281	3.368	3.980	4.101
KCTD20	-1.087	-0.292	-0.749	-0.959	-1.111	-0.585	-0.284	-0.898	-0.911	-1.115	-0.455	-0.389	-0.666	-0.615	-0.429	-0.478	0.214	-0.491	-0.521	-0.340	-0.579	-0.541	-0.617
KRT6A	-2.130	-2.697	-2.893	-2.155	-2.983	-2.954	-2.882	-3.584	-3.290	-2.902	-2.413	-2.050	-2.781	-2.064	-3.403	-2.402	-3.135	-2.369	-2.766	-2.429	-3.691	-3.167	-3.333
AHCTF1	-1.188	-1.251	-0.761	-0.379	-0.506	-0.415	-1.191	-0.409	-0.180	0.020	-1.058	-0.887	-0.117	-0.424	-0.719	-0.342	-0.318	-0.433	-0.311	0.002	-0.407	-0.591	-0.925
FAM46D	-0.518	0.976	0.625	-0.143	0.757	-0.327	-1.312	-0.652	-0.795	0.079	0.816	1.138	0.501	0.418	-4.823	0.357	-0.067	0.434	1.611	-0.798	-1.119	-0.339	0.390
MXD4	0.464	1.322	1.811	0.997	0.798	0.933	0.403	0.885	0.601	1.273	1.026	1.291	0.788	1.407	0.945	1.303	1.123	1.656	1.157	1.167	1.360	1.081	0.826
PAPD5	-0.124	0.130	0.083	-0.382	0.198	0.576	-0.143	0.597	0.496	0.343	0.660	0.361	0.425	0.142	0.364	0.259	0.138	-0.187	0.499	0.132	0.116	0.428	-0.332
DYNC1I1	1.699	-0.100	-0.111	-0.057	-0.733	-0.100	0.275	-0.834	1.366	-1.191	-0.219	0.144	-0.961	0.301	0.280	0.762	-0.630	-1.285	0.453	0.141	-0.280	1.334	0.427
TRIM31	0.034	-0.344	-0.037	-0.674	-0.709	-0.838	0.262	-1.507	-0.120	-1.270	-0.169	-0.292	-0.643	-0.125	-0.149	-0.942	-0.210	-0.103	0.238	-0.853	-1.017	0.013	0.155
SPOCK1	-0.876	-0.968	-2.384	0.714	-1.343	0.311	2.006	-0.105	3.872	1.852	-0.582	-0.418	-1.464	2.957	0.073	-1.179	-0.810	1.359	-1.836	0.673	0.787	1.092	1.557
CROCC	-0.648	-0.430	-0.657	-0.513	-0.599	-0.940	-0.111	-0.797	-0.686	-0.644	-0.454	-0.119	-0.301	-0.804	-0.923	-0.493	0.033	-0.041	-0.730	-0.675	-0.685	-0.467	-0.415
APAF1	-0.719	-0.652	-2.107	-0.391	-0.984	-0.578	-0.378	-0.744	-0.623	-1.093	-0.947	-1.351	-1.709	-0.971	-0.100	0.106	0.596	0.006	-0.931	-0.652	-0.941	-0.561	-0.259
OR2AE1	0.839	0.852	0.264	0.203	0.322	0.287	0.845	0.189	-0.084	-0.323	-0.172	0.375	0.369	-0.342	0.448	0.147	0.038	0.484	0.409	0.232	0.011	0.232	0.458
MTMR1	-0.354	-0.454	-0.406	0.088	0.084	-0.181	-0.477	-0.016	-0.013	0.347	-0.232	0.145	-0.085	0.986	-0.624	0.200	0.124	0.470	-0.198	0.331	0.641	-0.114	-0.626
UFM1	1.584	1.684	1.116	0.816	1.109	1.911	2.022	1.456	1.561	1.464	1.363	1.250	1.861	0.626	1.535	0.802	1.128	0.414	0.654	0.584	0.907	1.349	1.110
RGS6	-0.676	-0.594	-0.506	-0.695	-0.526	-0.936	-0.433	-0.873	-0.556	-0.929	-0.266	-0.584	-0.759	-1.144	-0.408	-1.044	-1.198	-0.718	-0.667	-0.964	-1.345	-1.155	-0.510
MAP7D2	-0.429	-1.967	0.862	0.324	-2.894	-1.022	-1.626	-1.841	-0.320	2.178	0.924	-1.089	-1.260	1.164	-1.274	1.189	0.078	-0.974	0.418	3.193	1.181	-0.997	0.868
SLC17A5	1.176	0.479	-0.097	0.267	1.217	0.742	0.362	-0.255	-0.116	0.618	0.841	0.509	0.360	0.849	0.260	1.375	1.570	1.863	0.930	1.780	0.939	1.400	1.244
GLTP	0.314	0.800	0.204	-0.325	2.317	0.798	1.013	0.253	0.507	0.644	0.789	0.392	0.571	1.020	0.627	0.797	0.602	0.905	0.707	-0.019	0.466	1.133	1.203
