feature	experiment 1	experiment 2	experiment 3	experiment 4	experiment 5	experiment 6	experiment 7	experiment 8	experiment 9	experiment 10	experiment 11	experiment 12	experiment 13	experiment 14	experiment 15	experiment 16	experiment 17	experiment 18	experiment 19	experiment 20	experiment 21	experiment 22	experiment 23	experiment 24	experiment 25	experiment 26	experiment 27	experiment 28	experiment 29	experiment 30	experiment 31	experiment 32	experiment 33	experiment 34	experiment 35	experiment 36	experiment 37	experiment 38	experiment 39	experiment 40	experiment 41	experiment 42	experiment 43	experiment 44	experiment 45	experiment 46	experiment 47	experiment 48	experiment 49
AVPI1	-1.035	-1.677	-1.563	-0.932	-1.311	-1.309	-1.211	-0.548	-0.682	-0.776	-0.812	-0.791	-1.163	-0.853	-1.095	-1.745	-1.809	-0.140	0.562	-0.692	-0.442	-1.435	-1.499	-0.653	-1.381	-0.735	-1.184	-1.591	-0.366	-0.993	-0.804	-1.178	-0.864	-1.264	-1.271	-0.024	-0.924	-1.391	-1.548	-1.280	-0.793	0.349	-1.468	-1.067	-1.671	-0.620	-0.658	-1.726	-0.684
WDR12	-0.583	-1.759	-0.978	-1.622	-0.684	-0.736	-1.098	-1.407	-1.340	-1.048	-1.332	-0.950	-1.699	-1.409	-2.325	-1.345	-1.326	-0.996	-1.978	-1.238	-0.734	-1.042	-1.936	-1.909	-1.224	-1.607	-1.177	-1.253	-1.685	-1.148	-1.472	-1.422	-2.042	-0.661	-1.805	-1.772	-0.953	-1.625	-1.379	-1.282	-1.369	-0.905	-1.045	-0.565	-1.563	-1.793	-1.591	-1.744	-0.966
PLAC1L	0.070	-0.011	0.617	0.445	0.110	0.444	-0.016	0.321	0.371	-0.012	-0.417	0.033	-0.049	0.457	0.157	-0.368	0.903	0.636	-0.095	0.366	-0.019	0.805	0.113	-0.715	-0.021	-0.604	1.252	2.389	0.068	-0.123	0.392	0.244	-0.355	0.284	0.408	-0.425	0.994	0.332	0.012	0.168	3.452	0.593	0.442	-0.747	1.086	0.579	0.564	0.945	1.415
ALPPL2	0.106	-0.112	-0.155	0.038	-0.235	-0.301	0.107	0.455	-0.074	-0.140	-0.114	-0.123	-0.158	0.025	0.123	0.015	-0.113	-0.040	0.247	-0.065	0.161	-0.173	-0.191	-0.409	-0.040	-0.167	-0.336	-0.137	-0.217	-0.224	-0.088	-0.090	-0.272	0.232	-0.109	0.945	0.461	0.279	0.137	0.085	0.703	0.565	0.006	0.234	0.319	0.570	-0.114	0.043	0.379
ATP2B3	0.478	-0.011	0.308	-0.068	-0.093	0.003	0.241	0.380	0.286	0.217	0.099	0.039	-0.105	-0.089	0.226	0.219	0.097	0.196	0.304	0.119	0.309	-0.195	0.183	-0.401	0.111	-0.030	-0.165	0.062	-0.131	0.233	-0.067	0.309	-0.193	0.311	0.043	1.324	0.473	0.340	0.246	0.113	0.102	0.446	0.084	0.632	0.507	0.729	0.120	-0.055	-0.729
GCA	1.375	1.002	0.955	1.061	1.136	0.738	1.084	1.271	1.102	1.133	1.108	1.419	0.983	1.078	0.809	1.203	1.204	0.879	0.208	1.437	1.344	0.990	0.965	1.102	1.140	1.226	0.862	1.425	1.141	1.604	0.948	2.238	1.170	1.107	1.448	1.257	1.748	0.253	1.277	1.222	0.132	1.345	0.932	0.849	0.657	0.668	1.712	0.112	1.212
IL21R	-0.320	-0.361	0.368	0.069	-0.813	-0.152	0.293	1.533	-0.760	-0.321	0.214	0.491	-0.428	0.444	-1.448	0.588	0.018	0.343	0.164	-0.079	-0.033	1.064	0.843	1.158	-0.200	0.400	-0.910	-1.230	0.225	0.835	0.515	2.074	-1.054	-0.024	0.348	2.644	-0.078	-0.416	-0.624	0.025	0.709	0.202	1.414	-1.029	-0.476	-0.509	-0.475	-1.433	0.370
ZBTB45	0.397	0.272	0.274	0.305	0.189	-0.074	0.514	-0.025	0.513	0.134	-0.077	0.048	0.378	0.134	0.137	0.502	0.207	0.098	0.317	0.353	0.385	0.651	0.756	0.221	0.434	0.208	-0.002	0.498	0.336	-0.003	0.227	0.330	0.289	0.120	0.603	1.061	0.148	-0.350	-0.263	0.412	0.270	0.181	0.243	0.430	0.286	0.171	0.201	-0.110	-0.369
LOC388284	0.213	0.338	-0.165	0.495	0.411	-0.240	-0.226	0.901	0.228	0.404	0.406	0.746	0.535	0.379	0.865	0.737	0.115	0.858	0.470	0.308	0.372	-0.046	0.219	0.824	0.334	0.246	0.263	0.868	-0.114	0.522	0.481	0.556	0.509	0.117	0.323	0.029	1.269	-0.107	-0.299	0.090	0.683	2.065	0.553	0.656	0.337	0.349	0.213	0.470	1.134
IKIP	-0.423	0.145	0.203	0.916	0.315	0.485	0.218	1.369	-0.083	0.323	0.121	0.200	0.051	0.026	-1.033	0.260	0.714	0.449	-1.348	-0.113	0.950	1.181	0.137	-0.149	-0.257	-0.353	0.046	-0.637	0.257	-0.130	1.094	0.667	-0.127	0.594	0.449	-0.189	0.197	-0.689	-1.987	0.279	-3.146	0.423	0.199	-0.101	-1.317	-0.367	0.167	-1.878	-0.757
SFRS18	-1.641	-0.527	-0.705	-1.445	-1.272	-0.256	-1.435	-2.135	-0.651	-0.404	0.002	-0.807	-0.478	0.203	0.017	-0.404	-0.294	-1.067	-0.964	-0.285	-1.571	-0.644	0.065	0.080	-0.315	0.004	-0.429	-0.027	-0.053	-0.319	-1.389	-0.872	0.168	-1.340	-0.086	0.617	-2.315	-2.007	-1.605	-0.854	-2.476	-3.051	-0.160	-1.189	-2.092	-2.183	-0.199	-1.160	-0.808
GPR64	-0.892	-0.210	2.657	0.452	4.332	5.936	1.014	-2.191	0.822	-0.556	1.364	-1.137	0.493	-0.204	-2.003	-1.052	0.924	5.061	-1.195	-0.993	6.304	2.358	1.288	-1.591	-0.759	0.695	0.342	-1.113	2.370	6.579	-0.585	-0.852	1.791	-1.690	-1.246	1.120	-2.589	-0.516	-1.628	-1.163	-0.864	-2.368	-1.485	-2.675	1.316	-0.549	0.193	1.933	-2.153
CLEC12B	0.887	0.877	0.509	0.507	0.043	1.179	0.119	0.980	0.254	0.896	1.383	1.101	0.122	1.457	0.036	0.338	0.894	-0.464	0.026	0.698	0.447	1.744	0.418	2.084	1.075	2.087	0.344	0.868	1.232	1.176	0.430	1.600	0.396	-0.025	1.197	0.978	-0.911	0.194	-0.034	0.086	-0.336	0.950	0.490	0.177	0.793	-1.559	-0.102	-0.645	-0.170
OR8G5	0.830	0.333	0.368	0.580	0.489	0.172	1.097	0.747	0.680	-0.646	0.058	0.370	-0.291	0.132	-0.004	-0.157	0.995	0.141	0.073	-0.087	-0.342	-0.075	-0.024	-0.238	0.237	1.052	0.080	-0.012	-0.407	0.068	-0.069	0.592	-0.430	0.396	0.432	-0.329	0.251	0.650	1.034	-0.151	0.923	0.245	0.354	0.328	1.053	0.034	-0.108	0.403	0.107
PRX	0.422	0.225	-0.294	-0.522	0.114	0.278	-0.476	-0.587	0.162	0.989	0.248	-0.112	0.325	-0.012	-0.340	0.672	0.296	-0.213	0.241	-0.051	0.028	-0.030	0.293	0.162	0.117	0.002	0.160	-0.337	-0.032	0.222	-0.030	-0.455	0.444	-0.014	-0.257	-0.120	-0.425	-0.483	-0.668	0.060	-0.248	-0.630	-0.627	-0.886	-0.456	-0.028	-0.369	-0.456	1.018
PIP4K2A	-0.417	0.431	-0.367	-0.414	-0.409	0.137	-0.241	-0.864	0.086	0.138	-0.123	-0.043	0.225	0.576	-1.583	0.076	0.033	0.671	-0.583	-0.082	-0.954	0.373	0.500	0.413	-0.241	0.086	0.169	-0.876	0.366	-0.049	-0.090	0.347	0.258	-0.621	0.212	-0.461	-2.144	-1.882	-1.953	0.323	-0.991	-2.119	-0.077	-0.976	-0.778	-0.378	-0.062	-0.385	-0.089
KLHDC8B	-0.838	0.136	-0.046	0.286	0.851	0.917	0.579	-0.411	0.209	0.439	0.702	-0.005	0.426	0.442	-0.324	0.226	0.495	-0.157	0.481	0.184	-1.171	-0.458	0.726	0.232	0.156	0.220	0.570	0.574	0.455	0.903	0.373	0.187	0.255	-0.423	0.504	-0.078	0.459	-0.974	-0.504	0.416	-1.914	1.082	-0.867	-0.464	0.655	0.212	0.017	0.501	0.676
GYPE	-1.022	-1.462	-1.336	-1.459	-1.822	-1.730	-1.574	-1.942	-1.355	-1.454	-1.486	-1.764	-1.558	-1.445	-1.847	-1.640	-1.033	-1.571	-1.599	-1.258	-1.721	-2.036	-1.465	-2.100	-1.932	-1.729	-1.743	-2.229	-0.687	-1.408	-0.868	-1.473	-1.845	-1.531	-2.083	-1.917	-1.227	-0.753	-0.390	-1.961	-1.647	-2.054	-1.617	-2.053	-1.701	-2.109	-1.415	-2.234	-1.623
ALB	-4.720	-4.640	-3.004	-3.431	-3.787	-4.142	-4.366	-4.038	-4.691	-4.349	-4.046	-3.982	-4.063	-3.970	-4.519	-4.989	-4.076	-4.523	-3.837	-3.084	-4.104	-4.568	-4.655	-4.596	-4.534	-4.585	-3.266	-4.186	-4.647	-4.197	-3.181	-3.165	-4.463	-4.425	-4.501	-3.219	-4.912	-4.260	-3.991	-3.736	-2.734	-2.666	-3.655	-4.392	-4.238	-4.584	-4.021	-4.298	-2.788
PAMCI	-3.495	-3.742	-0.420	-0.086	-3.418	-0.434	-2.164	-2.885	-2.827	-1.437	-0.655	-1.856	-1.702	-3.111	-4.860	-2.821	-1.786	-3.560	-1.984	-2.267	-1.025	-1.869	-1.071	-2.267	-2.512	-2.259	-1.583	-3.911	-1.534	-2.459	-2.888	-2.436	-2.511	-3.870	-2.203	-1.422	-2.378	-3.303	-3.882	-2.122	-1.891	-2.393	-2.539	-4.391	-2.008	-3.795	-1.881	-2.237	-2.384
PAGE4	-0.805	-1.210	-0.212	-0.714	-0.873	-0.781	-0.240	-0.567	-0.678	-0.982	-1.028	-1.187	-1.051	-0.780	-1.083	-1.479	-0.567	-0.624	-0.498	-1.359	-0.873	-0.786	-1.721	-1.981	-1.290	-1.469	-0.146	-1.327	0.768	-0.793	-0.952	0.082	-1.095	-0.766	-1.550	-0.823	-1.172	-1.578	-0.970	-0.660	-0.209	-0.285	-1.447	-1.218	0.606	-0.879	-2.090	-1.130	-1.055
ZNF490	0.179	-0.099	-0.096	0.280	-0.395	0.264	0.227	-0.107	0.134	0.251	0.466	0.477	0.213	0.274	0.426	0.209	-0.090	0.227	0.316	0.363	0.232	0.342	0.501	0.863	0.433	-0.071	0.491	-0.191	-0.027	0.322	0.371	0.512	0.263	0.284	0.232	-0.040	0.053	0.104	0.421	0.276	-1.879	-0.231	-0.394	-0.219	0.179	0.239	0.072	0.068	-0.968
TK2	-0.260	0.263	0.526	0.552	1.068	0.441	0.716	0.585	-0.129	0.423	0.419	0.718	0.573	0.041	0.995	0.393	0.465	0.742	0.781	0.271	0.322	0.565	0.401	0.575	0.193	0.430	0.159	0.948	0.148	0.321	0.529	0.672	0.733	0.675	0.500	1.159	0.541	0.604	0.173	0.620	-0.464	1.365	-0.004	0.698	1.310	1.047	0.185	0.902	0.315
SLC27A4	-1.203	-0.728	-0.565	-0.607	0.306	-1.006	-0.874	-1.044	-1.463	-0.786	-1.199	-0.990	-1.115	-1.084	0.546	-1.048	-0.643	-0.698	0.853	-1.041	-1.413	-1.317	-0.996	-1.469	-1.476	-1.399	-0.369	-0.682	-1.016	-0.906	-0.515	-0.742	-1.416	-1.852	-1.133	-1.644	0.330	0.848	0.964	-0.232	-0.368	0.199	-1.424	-1.110	1.840	0.232	-1.423	0.950	-1.635
RUFY1	0.908	1.627	1.214	1.041	0.847	2.032	1.664	-0.061	1.577	1.654	1.294	1.470	1.543	1.828	0.665	0.976	1.635	1.744	0.844	1.293	1.110	1.572	0.981	1.502	1.987	1.580	1.378	0.348	0.866	1.922	1.578	1.666	1.780	1.593	1.256	0.303	-0.307	0.086	0.701	1.466	-1.584	-0.251	0.907	-0.071	-0.483	0.186	1.384	-0.015	0.868
GZF1	-0.158	-0.132	-0.102	-0.250	-0.119	0.252	0.038	-0.974	-0.642	-0.472	-1.157	-0.743	-0.202	-1.081	-0.510	-0.472	-0.227	-0.143	0.561	-0.725	0.264	-0.405	-0.800	-0.671	-0.685	-0.127	-0.383	-0.455	-0.087	-0.130	-0.386	0.027	-0.945	-0.234	-0.835	-0.305	-0.003	0.427	0.103	-0.615	-1.336	0.043	-0.760	-0.345	0.339	0.529	-0.796	0.168	-0.613
MXRA7	1.733	1.830	0.195	1.906	0.762	0.256	0.361	2.390	-0.992	2.288	1.626	1.654	2.427	0.423	0.674	1.667	-0.965	2.656	-0.670	0.640	-0.526	-0.654	1.792	0.922	-0.865	0.817	1.650	0.785	1.562	0.972	-0.653	1.113	1.028	2.000	1.186	-0.121	0.887	-0.346	0.627	0.615	0.155	2.108	0.603	0.999	1.407	0.710	1.858	-0.616	0.744
CD274	0.575	0.724	1.056	0.708	2.120	0.123	0.675	0.613	0.627	0.683	0.372	0.948	0.247	0.772	1.837	0.841	0.390	2.808	2.231	0.875	0.962	0.636	-0.099	1.111	0.871	0.838	0.708	0.799	0.916	0.509	0.945	1.164	0.244	0.549	1.104	0.016	1.167	1.769	1.480	0.936	1.058	1.837	0.992	2.431	2.196	1.679	0.871	2.857	0.629
LYNX1	0.087	-0.425	0.038	0.052	1.167	0.134	0.264	0.957	-0.023	0.033	0.033	0.209	0.002	-0.346	-0.122	0.005	-0.127	0.150	0.729	-0.323	0.667	0.120	0.400	-0.162	-0.034	-0.451	-0.078	0.625	0.002	-0.226	-0.025	-0.040	0.085	0.315	0.027	-0.348	1.733	1.144	0.097	0.152	0.910	2.072	0.649	0.303	1.036	1.586	-0.390	2.225	0.103
PRDM11	0.617	0.060	-0.137	0.146	0.556	-0.279	0.397	0.229	0.181	0.056	-0.162	-0.082	-0.104	0.081	0.631	0.095	-0.406	0.914	0.514	-0.053	0.402	0.013	-0.003	0.068	0.209	0.156	0.355	-0.001	0.357	0.255	0.150	-0.094	0.291	0.482	-0.218	0.702	1.091	0.725	0.435	0.129	0.793	1.289	0.074	0.881	0.597	0.635	0.152	0.970	-0.788
NUP107	-1.647	-1.117	-0.782	-1.085	-1.499	-1.365	-1.516	-1.103	-1.490	-1.073	-1.362	-1.508	-0.938	-0.978	-1.163	-1.229	-1.348	-2.184	-1.583	-1.151	-1.224	-0.931	-1.065	-1.066	-0.954	-1.911	-1.363	-1.065	-1.499	-1.274	-0.765	-1.633	-1.350	-1.134	-1.903	-1.028	-1.925	-1.880	-2.182	-1.742	-2.899	-2.416	-1.378	-1.865	-2.544	-1.887	-1.520	-0.952	-1.726
MAT1A	-4.534	-4.286	-2.833	-1.141	-4.249	-0.566	-1.554	-1.417	-4.377	-4.694	-1.498	-3.890	-4.220	-4.356	-4.428	-4.676	-3.926	-2.151	-3.194	-2.947	0.574	-1.022	-4.720	-4.734	-4.920	-4.554	-4.112	-4.649	-3.962	-4.428	-1.118	-0.675	-4.870	0.924	-4.495	-2.390	-3.037	-2.980	-3.998	-3.328	-1.735	-3.652	-4.271	-1.823	-3.715	-2.635	-3.783	-3.797	-3.189
C9orf127	-0.708	-0.082	-0.203	-0.225	0.417	-0.377	-0.241	-0.559	0.559	0.060	0.037	0.222	-0.389	-0.148	1.653	-0.515	0.287	0.224	2.543	0.101	-0.275	-0.399	0.747	0.658	-0.707	0.035	0.182	0.801	0.431	0.038	-0.492	0.485	-0.191	-0.651	0.452	0.078	1.794	1.729	1.434	0.382	2.033	1.832	-0.056	0.537	0.946	1.409	0.335	2.175	-1.018
ZNF319	-0.163	0.350	-0.069	-0.058	0.501	-0.365	0.377	-0.543	-0.359	-0.024	-0.095	-0.237	0.088	-0.262	0.454	0.387	-0.212	-0.573	0.035	0.035	0.402	0.359	0.807	0.661	0.149	-0.134	0.141	0.063	-0.093	-0.034	-0.146	0.029	0.115	0.069	0.433	0.069	-0.411	-0.877	-0.256	0.229	-1.046	-0.260	-0.407	0.061	-0.134	-0.004	-0.174	-0.124	-1.816
PHACTR1	-2.229	-2.161	0.439	-1.454	-1.571	-0.408	-1.192	-0.476	-2.275	-2.333	0.294	-1.860	0.290	-1.614	-3.396	-2.167	-2.022	0.205	-1.187	-1.707	-0.424	-1.405	-1.728	-1.460	-1.879	-1.633	-1.941	-2.309	-1.866	-2.279	-0.528	-0.252	-1.784	-0.576	-1.859	-1.753	-2.473	-2.850	-3.554	-2.880	-3.641	-2.871	-2.474	-1.822	-2.897	-2.929	-2.462	-2.066	-2.135
UGCGL2	-0.430	-0.684	-0.651	-1.027	-0.339	-0.328	-0.854	-0.954	-0.445	-0.613	-0.749	-0.452	-0.400	-0.767	-0.082	-0.931	-0.399	-0.550	-1.355	-0.715	-0.976	-0.828	-0.393	-0.881	-0.428	-0.444	-0.433	-0.082	-0.179	-0.621	-0.591	-0.838	-0.116	-0.532	-0.648	-0.582	0.048	-0.504	-1.174	-0.780	-1.088	-0.354	-0.509	-0.302	-0.704	-0.685	-0.336	0.401	-1.387
TSG101	0.490	0.761	0.534	0.657	1.115	0.071	0.980	0.537	0.695	0.685	0.469	0.857	0.465	0.542	1.665	0.603	0.797	0.603	1.090	0.726	0.501	0.562	0.649	0.831	0.788	0.709	0.647	0.853	0.836	0.922	0.533	0.646	0.578	0.537	0.683	-0.273	1.628	1.632	1.692	0.521	2.028	1.643	1.065	1.262	1.130	1.486	0.673	1.867	0.710
ENTPD6	-0.109	-0.467	-0.098	-0.024	0.441	0.331	-0.540	-0.818	-0.394	-0.573	-0.236	-0.271	-0.206	-0.452	0.235	-0.703	-0.392	-0.031	0.452	-0.293	0.060	0.036	-0.774	-0.988	-0.784	-0.393	-0.629	-0.667	-0.906	-0.506	-0.116	0.028	-0.408	-0.108	-0.578	0.536	0.117	-0.315	-0.007	-0.257	-0.168	0.013	-0.482	-0.066	0.013	0.121	-0.657	-0.262	-0.357
TIGD3	0.364	-0.017	-1.810	-0.710	0.075	-1.149	-0.431	-0.429	-0.843	-0.476	-0.632	-0.733	-0.120	-0.438	-0.111	-0.072	-0.218	-0.517	-0.722	-0.285	-1.259	-0.437	-1.256	-1.097	-0.292	-0.849	-1.207	-0.872	-0.497	-0.057	-0.072	-0.640	0.127	-1.034	-0.623	-0.463	-0.438	-0.404	-0.961	-0.527	-3.948	0.980	-0.678	0.651	-1.903	-0.171	-1.095	-1.152	-0.427
FLJ22795	-1.254	-1.957	-1.634	-1.896	-1.713	-0.548	-0.660	-1.552	-1.012	-0.069	-0.711	-0.836	-1.057	-1.293	-2.192	-1.844	-1.573	-0.998	-2.175	-1.190	-0.102	-0.620	-0.803	-1.064	-1.793	-1.077	-0.756	-1.078	-1.171	-0.951	-0.726	-1.407	-1.268	-1.028	-1.873	0.672	-1.570	-2.439	-3.322	-1.067	-3.041	-2.038	-0.985	-1.749	-2.844	-2.188	-1.163	-2.545	-1.211
FAM80A	3.923	1.248	2.563	2.151	0.156	1.670	1.538	4.252	2.260	2.423	2.138	2.429	2.208	1.893	-2.638	1.401	2.272	4.134	-2.556	2.328	3.438	2.381	1.009	1.131	1.145	1.566	2.554	1.425	1.915	2.398	3.605	2.979	1.339	1.345	1.532	2.457	0.207	-1.042	-1.621	3.479	-1.426	2.659	2.175	2.670	-0.785	0.797	2.220	-2.364	1.635
DPM2	-0.518	-0.224	0.193	0.359	0.068	-0.325	-0.515	0.514	-0.128	-0.156	-0.052	0.132	-0.425	-0.106	0.482	-0.296	0.053	0.132	0.489	0.054	0.100	-0.345	-0.190	-0.326	-0.643	-0.480	-0.577	0.042	-0.099	-0.361	-0.050	0.495	-0.411	-0.439	-0.009	-0.436	0.742	0.351	0.648	-0.086	0.053	0.333	-0.100	-0.000	0.221	-0.428	-0.074	0.358	0.209
TPRKB	0.200	-0.333	-0.134	-0.512	-1.113	-0.598	-0.267	-0.538	-0.051	-0.015	-0.179	-0.040	-0.618	-0.093	-1.125	-0.320	0.128	-0.606	-1.153	-0.247	-0.324	-0.612	-0.274	-0.643	0.029	0.294	-0.622	-0.117	-0.083	-0.333	-0.778	-0.995	-0.156	-0.218	-0.342	-0.433	0.066	-0.498	-1.050	0.224	-0.464	-0.379	0.330	-0.227	-0.857	-0.696	-0.245	-0.742	-0.860
NMUR1	1.464	2.236	2.532	2.046	1.872	1.651	2.813	1.347	3.094	2.594	1.685	2.336	3.276	2.369	-0.471	3.558	2.641	2.075	0.206	2.614	0.697	2.990	3.837	3.156	3.975	3.183	3.532	1.519	4.171	3.858	1.641	0.457	3.583	1.105	3.478	2.877	0.773	-0.493	-0.142	2.585	-1.048	0.909	2.169	-0.248	-0.267	0.175	1.927	0.345	0.639
C5orf3	1.416	1.430	1.114	1.284	0.675	1.353	1.131	1.126	1.320	1.411	0.812	1.704	0.545	1.114	1.476	1.026	1.137	1.445	1.078	1.037	1.657	0.759	1.077	1.303	1.356	1.157	1.058	0.887	1.339	1.319	1.653	1.102	1.113	1.664	0.935	0.342	1.393	1.199	0.982	1.377	1.337	1.278	1.091	1.222	1.461	1.264	1.000	1.601	0.114
FLJ25778	0.075	-0.215	0.654	-0.095	0.025	0.014	-0.022	-0.112	0.176	-0.298	-0.042	-0.268	0.564	0.098	0.238	-0.069	-0.004	-0.057	-0.175	-0.108	0.281	0.271	-0.584	-0.096	0.063	0.282	-0.075	-0.160	-0.199	-0.126	-0.002	-0.283	0.131	-0.925	-0.576	-1.332	-0.585	-0.949	0.187	0.610	0.739	0.284	0.069	0.160	-0.093	-0.306	-0.105	-0.017	0.971
ANG	1.218	1.615	-0.086	0.519	-1.610	1.139	-0.420	-0.091	1.801	1.183	1.479	0.448	1.189	1.678	-4.327	1.404	1.548	0.750	-2.364	2.254	1.048	0.350	1.532	1.500	1.732	1.587	1.143	0.954	0.377	0.497	0.656	-0.310	2.135	1.112	1.555	-1.285	-3.343	-3.430	-4.454	1.772	-2.511	-2.485	0.785	-0.176	-3.193	-2.667	2.087	-3.045	0.790
OR7A17	0.202	0.158	-0.009	0.292	0.232	0.255	0.318	0.299	0.216	0.067	-0.060	0.280	0.098	0.115	0.522	0.299	-0.108	0.234	0.165	-0.069	0.178	-0.001	-0.128	0.055	0.348	0.134	0.091	0.376	-0.178	-0.059	0.216	0.341	0.078	0.371	0.157	0.922	0.856	0.785	0.688	0.215	-1.086	0.368	0.335	-0.302	0.268	1.127	0.088	0.457	-1.259
FSCN3	0.421	0.234	-0.067	0.399	0.191	0.358	0.277	0.496	0.325	0.035	0.160	0.378	0.086	0.084	0.146	0.304	-0.009	0.047	0.288	-0.017	-0.126	0.239	0.051	0.117	0.403	0.073	0.064	0.143	-0.118	0.099	0.239	0.247	-0.083	0.810	0.219	-0.231	0.690	0.402	0.367	0.467	-1.392	0.810	0.200	1.246	0.277	0.774	-0.002	0.144	-0.353
NAT8B	6.851	5.545	5.213	6.054	5.892	4.909	5.938	6.418	6.094	5.659	5.409	6.110	5.078	5.383	0.284	6.294	7.027	5.107	0.401	5.589	2.081	3.628	5.231	5.698	6.053	6.470	6.163	4.750	4.697	5.960	4.744	4.239	5.261	4.021	6.595	1.475	0.870	0.652	0.265	7.129	0.446	3.203	6.958	6.487	2.852	0.798	5.500	0.005	5.832
MMP13	-0.067	-1.165	0.771	-0.690	-1.254	1.157	-0.912	-1.354	-0.355	-0.367	-0.068	-0.682	-1.530	-0.973	0.087	-1.521	0.633	-1.067	-0.293	-0.335	0.391	4.003	-0.266	-1.854	-1.100	-1.294	-2.037	-0.503	-0.985	-0.798	-0.724	-0.463	-0.421	-0.630	-0.803	-0.867	-0.178	-0.711	0.433	-0.220	-0.845	0.016	-0.055	-0.664	0.058	-0.531	-0.554	-1.080	-0.769
TMEM16C	1.402	2.824	2.118	0.751	1.051	0.120	2.851	-0.045	2.039	3.245	1.676	1.770	3.080	2.515	-1.079	2.973	1.826	-0.597	-0.264	1.645	-0.455	2.657	4.162	2.352	1.270	4.254	3.728	1.574	4.591	3.511	1.994	0.579	2.636	-0.243	2.917	1.968	1.503	0.207	0.753	3.026	0.326	0.483	1.381	-0.342	0.459	0.278	2.949	-0.156	0.723
DLX3	-0.171	-0.317	-0.204	-0.229	-0.690	-0.331	-0.461	0.070	-0.214	-0.334	-0.344	-0.261	-0.421	-0.245	-0.106	-0.491	-0.339	-0.517	-0.172	-0.192	-0.357	-0.841	-0.377	-1.556	-0.650	-0.574	-0.962	-0.442	0.019	-0.370	-0.310	-0.373	-0.431	-0.458	-0.932	0.348	-0.748	0.483	-0.327	-0.286	-0.449	0.234	-0.474	-0.403	0.093	-0.418	-0.482	-0.239	-1.076
CHRNA2	0.077	0.026	0.114	0.177	0.220	0.025	0.324	0.433	0.066	0.152	-0.035	0.329	0.154	0.101	0.434	-0.026	0.597	-0.123	0.222	0.033	0.369	0.321	0.022	0.270	0.262	0.070	0.152	-0.219	-0.153	0.132	0.215	0.190	0.150	0.429	0.244	0.900	0.616	0.342	0.347	0.256	1.274	0.921	0.162	0.907	0.299	0.707	0.022	0.344	-0.414
SLC47A1	4.215	4.077	1.972	3.251	4.718	2.265	2.706	2.457	4.191	4.372	3.082	3.359	4.029	3.734	-3.154	3.995	4.296	3.683	1.491	3.890	-2.406	1.232	2.790	3.575	4.331	4.351	3.394	4.093	3.617	3.413	3.816	2.728	4.552	1.113	4.245	-1.270	-0.540	-1.048	-2.830	5.125	-2.080	3.546	4.264	2.198	-1.320	-1.895	4.482	-1.571	3.083
SDHB	0.177	0.020	-0.019	0.282	0.055	-0.095	-0.259	0.224	0.140	-0.210	-0.046	0.122	-0.335	0.005	0.264	0.070	-0.121	0.277	-0.304	-0.083	0.468	-0.767	-0.366	-0.076	0.217	0.160	0.083	-0.093	-0.329	-0.241	-0.062	0.087	-0.517	-0.266	-0.323	-2.780	0.480	0.500	1.071	-0.363	0.150	1.810	0.044	0.697	0.431	0.783	-0.061	0.711	-0.181
PSCD1	-0.975	0.554	-0.047	-0.129	0.013	0.248	0.325	-0.801	-0.503	0.214	0.292	-0.310	0.539	0.900	0.435	-0.117	0.354	-0.191	1.399	0.194	0.049	0.161	0.261	0.330	0.363	-1.568	0.201	-0.101	0.580	-1.518	0.348	0.145	0.756	-0.656	0.431	1.849	-0.752	0.016	0.444	0.512	-1.364	-0.375	-0.050	-1.086	-1.527	-0.751	0.430	-0.305	0.253
GFI1	-2.185	-0.731	-1.581	-1.325	-0.653	-2.349	-1.399	-0.845	-2.111	-2.296	-1.174	-0.877	-1.653	-0.461	-0.871	-0.653	-1.646	-2.181	-2.088	-0.475	-1.332	-0.787	-1.956	0.054	-1.385	-0.541	-1.876	-2.437	-1.505	-1.070	-1.571	-0.021	-1.553	-1.018	-1.010	1.647	-3.486	-1.807	-2.827	-1.139	-1.819	-2.448	1.228	-2.520	-3.139	-2.838	-1.508	-2.815	-0.236
OR5L1	1.343	0.981	0.895	0.483	1.038	0.359	0.705	-0.489	0.893	-0.916	0.781	0.775	0.234	0.081	-0.011	1.035	0.214	1.716	1.044	0.530	0.523	1.216	1.375	0.376	0.644	1.074	-0.468	1.387	-0.830	1.042	0.746	1.171	0.567	0.550	0.301	0.654	0.546	1.918	0.453	1.834	NA	1.997	0.925	1.677	1.286	0.980	0.723	0.677	2.301
ANKRD57	1.114	1.187	-0.796	0.184	0.102	-0.180	0.150	0.059	0.870	1.052	-0.271	0.077	0.339	0.824	-0.401	0.216	0.755	0.440	0.435	1.056	-0.711	-0.080	0.375	0.022	0.753	0.988	0.736	-0.214	0.766	0.757	0.705	-0.380	0.954	-0.149	0.059	-0.577	-0.417	1.075	0.409	0.610	-0.421	1.081	0.266	-0.759	0.856	-0.377	0.767	0.447	-0.083
